replace	cp_major	char_major	count_major	cp_minor	char_minor	count_minor	ratio_major_over_minor	types	major_sources	minor_sources
yes	U+5FCD	忍	173116	U+38FC	㣼	57	3037.123	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKT3
yes	U+58BE	墾	14879	U+57A6	垦	5	2975.800	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJKpT3/AG
yes	U+8B7D	譽	56258	U+8A89	誉	19	2960.947	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpK/AGJ
yes	U+4E9E	亞	32546	U+4E9A	亚	11	2958.727	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GH/AG
yes	U+8CFE	賾	5913	U+8D5C	赜	2	2956.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G/CG
yes	U+829F	芟	8841	U+206B9	𠚹	3	2947.000	kSemanticVariant	GHJKpKT1V/AGTHKP	GJKpT5
yes	U+6D95	涕	47121	U+4D8F	䶏	16	2945.062	kSemanticVariant	GHJKpKT1/AGTHKMP	GJKpKT4
yes	U+98C4	飄	58817	U+98D8	飘	20	2940.850	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+562F	嘯	29388	U+5578	啸	10	2938.800	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+79CB	秋	718145	U+79CC	秌	245	2931.204	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKpKT3
yes	U+91AC	醬	8790	U+9171	酱	3	2930.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+87FB	蟻	20249	U+8681	蚁	7	2892.714	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+6642	時	2589746	U+65F9	旹	899	2880.696	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKT4
yes	U+9589	閉	86269	U+95ED	闭	30	2875.633	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+95CA	闊	28542	U+9614	阔	10	2854.200	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6EEF	滯	62499	U+6EDE	滞	22	2840.864	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKp/AGJ
yes	U+8B04	謄	2815	U+8A8A	誊	1	2815.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKP	G/AG
yes	U+64FA	擺	5492	U+6446	摆	2	2746.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GT3/AG
yes	U+9E07	鸇	2740	U+9E6F	鹯	1	2740.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+636B	捫	8200	U+626A	扪	3	2733.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/CG
yes	U+9F4B	齋	182902	U+658B	斋	67	2729.881	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpT3/AG
yes	U+5114	儔	13464	U+4FE6	俦	5	2692.800	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	GJ/CG
yes	U+8085	肅	139176	U+8083	肃	52	2676.462	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/AG
yes	U+7336	猶	626085	U+72B9	犹	234	2675.577	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJKpKT3/AG
yes	U+57F7	執	435061	U+6267	执	163	2669.086	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AG
yes	U+6214	戔	2658	U+620B	戋	1	2658.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+9081	邁	34047	U+8FC8	迈	13	2619.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GTF/AG
yes	U+985E	類	359014	U+29517	𩔗	138	2601.551	kSemanticVariant	GHJKpKT1V/ATJHKMP	GV
yes	U+9D51	鵑	5190	U+9E43	鹃	2	2595.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+95A9	閩	47982	U+95FD	闽	19	2525.368	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHM	G/AG
yes	U+5E2B	師	1578899	U+5E08	师	629	2510.173	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AG
yes	U+9452	鑒	55134	U+9274	鉴	22	2506.091	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GTF/AG
yes	U+9870	顰	5008	U+98A6	颦	2	2504.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	G/CG
yes	U+9583	閃	7511	U+95EA	闪	3	2503.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+624B	手	419222	U+624C	扌	168	2495.369	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKT4
yes	U+9B1A	鬚	27406	U+987B	须	11	2491.455	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+89A6	覦	2440	U+89CE	觎	1	2440.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/CG
yes	U+6CC9	泉	291113	U+6D24	洤	120	2425.942	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJT3
yes	U+851A	蔚	24232	U+5D8E	嶎	10	2423.200	kSemanticVariant	GHJKpKT1/AGTJHKMP	GHT3
yes	U+96C6	集	629787	U+4EBC	亼	260	2422.258	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJT3
yes	U+5000	倀	2403	U+4F25	伥	1	2403.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/CG
yes	U+76DE	盞	37759	U+76CF	盏	16	2359.938	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GKp/AG
yes	U+7D02	紂	32934	U+7EA3	纣	14	2352.429	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/CG
yes	U+8562	蕢	2333	U+8489	蒉	1	2333.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+5666	噦	4640	U+27B28	𧬨	2	2320.000	kSemanticVariant	GHJKpKT2V	GJKpT4
yes	U+81CF	臏	2300	U+8191	膑	1	2300.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATH	G/CG
yes	U+74B0	環	96595	U+73AF	环	42	2299.881	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GKpKT3/AG
yes	U+7E52	繒	16078	U+7F2F	缯	7	2296.857	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATKP	G
yes	U+71B1	熱	235342	U+70ED	热	103	2284.874	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJ/AG
yes	U+58FA	壺	52286	U+58F6	壶	23	2273.304	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+6FEB	濫	40806	U+6EE5	滥	18	2267.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9766	靦	2259	U+4A44	䩄	1	2259.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G
yes	U+8C99	貙	2241	U+4759	䝙	1	2241.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+7DBB	綻	4474	U+7EFD	绽	2	2237.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+4EA1	亡	317176	U+5166	兦	142	2233.634	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+513B	儻	22286	U+50A5	傥	10	2228.600	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	GJ/CG
yes	U+7DA3	綣	2224	U+7EFB	绻	1	2224.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/CT	G
yes	U+4E18	丘	350940	U+3400	㐀	159	2207.170	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT6
yes	U+7E1B	縛	58697	U+7F1A	缚	27	2173.963	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJKMP	G/AG
yes	U+9DEF	鷯	2169	U+9E69	鹩	1	2169.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+50C5	僅	58453	U+4EC5	仅	27	2164.926	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJKpT3/AG
yes	U+81CA	臊	2157	U+267A3	𦞣	1	2157.000	kSemanticVariant	GHJKpKT2/BGT	GJT4V
yes	U+9481	钁	2132	U+4986	䦆	1	2132.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+5C45	居	926286	U+3790	㞐	438	2114.808	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT3
yes	U+9BC0	鯀	6309	U+9CA7	鲧	3	2103.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G/CG
yes	U+7C69	籩	18896	U+7B3E	笾	9	2099.556	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+5606	嘆	52164	U+53F9	叹	25	2086.560	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJKMP	GJT3/AG
yes	U+74A3	璣	16513	U+7391	玑	8	2064.125	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GTF/CG
yes	U+8B6B	譫	2063	U+8C35	谵	1	2063.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G
yes	U+878D	融	101080	U+878E	螎	49	2062.857	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJT3
yes	U+8271	艱	59720	U+8270	艰	29	2059.310	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8823	蠣	4109	U+86CE	蛎	2	2054.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJ/AG
yes	U+6FE4	濤	41009	U+6D9B	涛	20	2050.450	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AGJ
yes	U+91C0	釀	14185	U+917F	酿	7	2026.429	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/AG
yes	U+856D	蕭	166079	U+8427	萧	82	2025.354	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9F55	齕	2003	U+9F81	龁	1	2003.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+9C49	鱉	5994	U+9CD6	鳖	3	1998.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATKMP	G/AG
yes	U+9F4A	齊	656786	U+4E9D	亝	329	1996.310	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT3
yes	U+6B50	歐	61344	U+6B27	欧	31	1978.839	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GJKpKT3/AGJ
yes	U+8E10	踐	51353	U+8DF5	践	26	1975.115	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	GJKpK/AGJ
yes	U+58DA	壚	3944	U+5786	垆	2	1972.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	GV
yes	U+5D87	嶇	5879	U+5C96	岖	3	1959.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/CG
yes	U+7AAE	窮	271706	U+7A77	穷	139	1954.719	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJ/AG
yes	U+5831	報	369385	U+62A5	报	189	1954.418	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AG
yes	U+854E	蕎	1931	U+835E	荞	1	1931.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/ATJKMP	G/CG
yes	U+9BE2	鯢	3849	U+9CB5	鲵	2	1924.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V	G/CG
yes	U+6384	掄	3847	U+62A1	抡	2	1923.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/AG
yes	U+9C25	鰥	7672	U+9CCF	鳏	4	1918.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+8E93	躓	3816	U+8E2C	踬	2	1908.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJ	G
yes	U+5D17	崗	3810	U+5C97	岗	2	1905.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GTF/AG
yes	U+9B22	鬢	26663	U+9B13	鬓	14	1904.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	G/CG
yes	U+60F1	惱	141553	U+607C	恼	75	1887.373	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GT3/AG
yes	U+7D55	絕	67575	U+7EDD	绝	36	1877.083	kSimplifiedVariant,kTraditionalVariant	GHJKT1/ATHM	G/AG
yes	U+9B91	鮑	31848	U+9C8D	鲍	17	1873.412	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+9699	隙	31470	U+28EF6	𨻶	17	1851.176	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT4V
yes	U+6A05	樅	1848	U+679E	枞	1	1848.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJ	GJKpT4/CG
yes	U+6B0A	權	241922	U+6743	权	132	1832.742	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJ/AG
yes	U+958F	閏	45722	U+95F0	闰	25	1828.880	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6460	摠	3633	U+22C3E	𢰾	2	1816.500	kSemanticVariant	GHJKpKT2/AKP	TF
yes	U+6FF1	濱	14483	U+6EE8	滨	8	1810.375	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GHT3/AG
yes	U+7E09	縉	16224	U+7F19	缙	9	1802.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKP	G/CG
yes	U+64AB	撫	231846	U+629A	抚	129	1797.256	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJKpT4/AG
yes	U+6050	恐	263856	U+22662	𢙢	147	1794.939	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT6
yes	U+95A8	閨	19632	U+95FA	闺	11	1784.727	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+52F5	勵	35489	U+52B1	励	20	1774.450	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpKT4/AGJ
yes	U+7D68	絨	1769	U+7ED2	绒	1	1769.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+818B	膋	1756	U+44BF	䒿	1	1756.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+947C	鑼	1749	U+9523	锣	1	1749.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHM	G/AG
yes	U+8494	蒔	3487	U+83B3	莳	2	1743.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V/ATJKP	G/CG
yes	U+9594	閔	33101	U+95F5	闵	19	1742.158	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GTF/CG
yes	U+9015	逕	48772	U+8FF3	迳	28	1741.857	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+97C1	韁	1725	U+7F30	缰	1	1725.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/CG
yes	U+5FB7	德	669835	U+60EA	惪	389	1721.941	kSemanticVariant	GHJKpKT1V/AGTHKMP	GJMT3
yes	U+5200	刀	103189	U+5202	刂	60	1719.817	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKT4
yes	U+68E7	棧	8584	U+6808	栈	5	1716.800	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+81A0	膠	35939	U+80F6	胶	21	1711.381	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3/AG
yes	U+8CF5	賵	5096	U+8D57	赗	3	1698.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V	G
yes	U+986F	顯	340987	U+663E	显	201	1696.453	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6595	斕	1692	U+6593	斓	1	1692.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATM	G/CG
yes	U+6B16	欖	1685	U+6984	榄	1	1685.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/CG
yes	U+6ABB	檻	20100	U+69DB	槛	12	1675.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+7C2B	簫	28137	U+7BAB	箫	17	1655.118	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/CG
yes	U+9B27	鬧	3306	U+95F9	闹	2	1653.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+70BA	為	7094922	U+4E3A	为	4318	1643.104	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHM	GJ/AG
yes	U+5F0A	弊	90970	U+21681	𡚁	56	1624.464	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT4
yes	U+64AB	撫	231846	U+636C	捬	144	1610.042	kSemanticVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3
yes	U+80A1	股	43295	U+26676	𦙶	27	1603.519	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpT4V
yes	U+98AD	颭	1592	U+98D0	飐	1	1592.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+9D07	鴇	1589	U+9E28	鸨	1	1589.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/ATJ	G/CG
yes	U+8209	舉	678039	U+4E3E	举	431	1573.176	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/AG
yes	U+5E36	帶	187056	U+5E26	带	119	1571.899	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJ/AG
yes	U+9F90	龐	6143	U+5E9E	庞	4	1535.750	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+7D72	絲	128746	U+4E1D	丝	84	1532.690	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+95DC	關	186721	U+5173	关	122	1530.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GJKpT4/AG
yes	U+5F59	彙	4584	U+6C47	汇	3	1528.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7D15	紕	3041	U+7EB0	纰	2	1520.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATH	G/CG
yes	U+532F	匯	4512	U+6C47	汇	3	1504.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+9DB4	鶴	121080	U+9E64	鹤	81	1494.815	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6AB3	檳	2983	U+69DF	槟	2	1491.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKMP	G/CG
yes	U+58FD	壽	172994	U+5BFF	寿	116	1491.328	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3V/AGJ
yes	U+8E8D	躍	44657	U+8DC3	跃	30	1488.567	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHT6/AG
yes	U+9658	陘	7423	U+9649	陉	5	1484.600	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G/CG
yes	U+8A7C	詼	1483	U+8BD9	诙	1	1483.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	G/CG
yes	U+95B9	閹	5913	U+9609	阉	4	1478.250	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/BTHM	G/AG
yes	U+86A4	蚤	19177	U+45A3	䖣	13	1475.154	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT6
yes	U+9038	逸	137681	U+284DC	𨓜	94	1464.691	kZVariant	GHJKpKT1V/AGTJHKMP	GKp
yes	U+9592	閒	155870	U+95F2	闲	107	1456.729	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/AGTJHKMP	G/AG
yes	U+6E2B	渫	2898	U+205E8	𠗨	2	1449.000	kSpoofingVariant	GHJKpKT2/AGTJKP	GJKpT4
yes	U+7C4C	籌	33275	U+7B79	筹	23	1446.739	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJT3/AG
yes	U+689D	條	166292	U+6761	条	115	1446.017	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpKT3/AGJ
yes	U+97C9	韉	1438	U+97AF	鞯	1	1438.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/AT	G
yes	U+95E1	闡	27298	U+9610	阐	19	1436.737	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+9C77	鱷	1426	U+9CC4	鳄	1	1426.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHM	G/CG
yes	U+863A	蘺	1418	U+84E0	蓠	1	1418.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2V	G
yes	U+6AD3	櫓	7080	U+6A79	橹	5	1416.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+8B5C	譜	50870	U+8AE9	諩	36	1413.056	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT3
yes	U+7DB5	綵	28208	U+433D	䌽	20	1410.400	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G
yes	U+5098	傘	4225	U+20302	𠌂	3	1408.333	kSpoofingVariant	GHJKpKT1V/ATJHKMP	GV
yes	U+8A95	誕	41165	U+27A59	𧩙	30	1372.167	kSemanticVariant	GHJKpKT1/ATJHKMP	HTFV
yes	U+7F43	罃	2698	U+44E8	䓨	2	1349.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+9598	閘	24165	U+95F8	闸	18	1342.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+7E37	縷	28182	U+7F15	缕	21	1342.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7422	琢	14718	U+24968	𤥨	11	1338.000	kSpoofingVariant	GHJKpKT1V/AGTJHKMP	TF
yes	U+727D	牽	68087	U+7275	牵	51	1335.039	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+734E	獎	2661	U+5956	奖	2	1330.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHKM	G/AG
yes	U+9DE6	鷦	2659	U+9E6A	鹪	2	1329.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G
yes	U+8517	蔗	6632	U+27039	𧀹	5	1326.400	kSemanticVariant	GHJKpKT1V/AGTHKMP	GJT7U
yes	U+8E8A	躊	3977	U+8E0C	踌	3	1325.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GJ/AG
yes	U+8A71	話	74147	U+46E1	䛡	56	1324.054	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJT3
yes	U+5BE6	實	941471	U+5B9E	实	726	1296.792	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpT3/AG
yes	U+71B1	熱	235342	U+24360	𤍠	182	1293.088	kSemanticVariant	GHJKpKT1V/ATJHKMP	GKp
yes	U+85CD	藍	56701	U+84DD	蓝	44	1288.659	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+6A89	檉	2538	U+67FD	柽	2	1269.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/AKP	GJ
yes	U+5354	協	63323	U+65EA	旪	50	1266.460	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT3
yes	U+768E	皎	25087	U+3FDF	㿟	20	1254.350	kSemanticVariant	GHJKpKT1/AGTJHKMP	GJT3
yes	U+8A98	誘	40692	U+46FB	䛻	33	1233.091	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT3
yes	U+8604	蘄	14737	U+8572	蕲	12	1228.083	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/CT	G/CG
yes	U+7587	疇	37872	U+7574	畴	31	1221.677	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJ/AG
yes	U+4EE5	以	9576911	U+382F	㠯	8046	1190.270	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJKpKT3
yes	U+96D5	雕	36826	U+34EE	㓮	31	1187.935	kSemanticVariant	GHJKpKT1V/AGTHKMP	GJT3
yes	U+8650	虐	27249	U+4588	䖈	23	1184.739	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT3
yes	U+885D	衝	68639	U+27602	𧘂	58	1183.431	kSemanticVariant	GHJKpKT1V/ATJHKMP	GJKpT4
yes	U+7C43	籃	4733	U+7BEE	篮	4	1183.250	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+921E	鈞	35336	U+9281	銁	30	1177.867	kSemanticVariant	GHJKpKT1/ATJHKMP	GHJKpT3
yes	U+6451	摑	1177	U+63B4	掴	1	1177.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	GJ/AGJ
yes	U+588A	墊	6980	U+57AB	垫	6	1163.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATHM	GTF/AG
yes	U+5617	嘗	418061	U+5C1D	尝	360	1161.281	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+9DB9	鶹	1155	U+9E60	鹠	1	1155.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2	G
yes	U+8A07	訇	1146	U+25500	𥔀	1	1146.000	kSemanticVariant	GHJKpKT2	GJKpKT4
yes	U+819A	膚	38959	U+80A4	肤	34	1145.853	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	GJT3/AG
yes	U+861A	蘚	7964	U+85D3	藓	7	1137.714	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/CG
yes	U+7E15	縕	1111	U+7F0A	缊	1	1111.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT2/AKP	G
yes	U+908A	邊	318590	U+8FB9	边	290	1098.586	kSemanticVariant,kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHJKpT3/AG
yes	U+72AC	犬	58201	U+72AD	犭	53	1098.132	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJKT4
